player,season,pos,player_id,g,x3pa_per_game,x2pa_per_game,team,e_fg_percent,fga_per_game,x3p_percent,orb_per_game,x2p_percent,ft_percent,fg_percent,drb_percent,orb_percent,blk_percent,obpm,usg_percent,ast_percent,trb_percent,stl_percent,tov_percent,x3p_ar,ts_percent,f_tr,shooting_foul_committed,points_generated_by_assists,offensive_foul_drawn,and1,shooting_foul_drawn,fga_blocked,bad_pass_turnover,lost_ball_turnover,offensive_foul_committed
Hubert Davis,1998,SG,davishu01,81,2.8,6.6,DAL,0.522,9.5,0.439,0.4,0.464,0.836,0.456,6.5,1.6,0.1,-0.4,17.4,11.4,4.0,1.0,9.7,0.3,0.549,0.151,54,356,,11,43,31,45,15,7
Isaac Austin,1998,C,austiis01,78,0.1,11.1,2TM,0.466,11.2,0.0,2.6,0.47,0.669,0.466,18.0,10.3,1.7,-0.4,25.0,14.0,14.2,1.4,16.7,0.009,0.512,0.417,102,422,,30,155,56,67,64,28
Isaac Austin,1998,C,austiis01,26,0.2,12.8,LAC,0.454,13.0,0.0,3.1,0.461,0.652,0.454,18.9,10.1,1.6,-0.6,24.2,17.3,14.4,1.0,18.3,0.015,0.497,0.398,34,215,,8,53,17,39,22,5
Isaac Austin,1998,C,austiis01,52,0.1,10.2,MIA,0.474,10.2,0.0,2.3,0.476,0.68,0.474,17.5,10.5,1.8,-0.4,25.5,11.8,14.1,1.7,15.6,0.006,0.521,0.429,68,207,,22,102,39,28,42,23
Isaiah Rider,1998,SG,rideris01,74,5.7,11.9,POR,0.475,17.6,0.321,1.3,0.472,0.828,0.423,10.0,4.3,0.5,1.3,26.1,15.7,7.2,1.1,11.6,0.323,0.514,0.205,65,491,,14,94,57,81,40,13
Ivano Newbill,1998,PF,newbiiv01,28,0.0,2.0,VAN,0.36,2.0,1.0,0.9,0.339,0.567,0.351,20.7,11.1,0.8,-5.4,15.6,5.3,15.9,2.1,19.5,0.018,0.413,0.526,18,22,,2,11,7,7,2,3
J.R. Reid,1998,PF,reidjr01,79,0.1,3.9,CHH,0.464,4.0,0.375,0.9,0.461,0.73,0.459,14.9,7.9,1.3,-3.0,18.2,7.4,11.4,1.7,14.9,0.025,0.517,0.384,88,116,,9,38,10,24,11,13
Jack Haley,1998,C,haleyja01,16,0.1,1.1,NJN,0.278,1.1,0.0,0.3,0.294,0.571,0.278,24.2,10.7,1.5,-8.0,26.6,0.0,17.0,0.0,12.8,0.056,0.404,1.167,7,0,,1,10,3,2,1,0
Jacque Vaughn,1998,PG,vaughja01,45,0.2,2.5,UTA,0.373,2.7,0.375,0.1,0.36,0.706,0.361,9.5,1.3,0.2,-5.1,23.0,30.8,5.6,1.2,26.9,0.066,0.457,0.557,17,172,,5,20,12,29,9,8
Jalen Rose,1998,SF,roseja01,82,0.9,6.5,IND,0.498,7.4,0.342,0.3,0.496,0.728,0.478,11.2,2.1,0.6,-0.9,23.4,16.0,6.9,1.8,15.7,0.12,0.545,0.376,74,334,,17,98,33,72,24,21
Jamal Mashburn,1998,SF,mashbja01,48,2.5,9.5,MIA,0.467,12.0,0.303,1.5,0.47,0.797,0.435,10.8,5.0,0.6,0.6,21.2,13.3,8.0,1.4,13.7,0.211,0.533,0.4,74,290,,13,97,45,54,23,9
James Collins,1998,SG,collija01,23,0.9,1.5,LAC,0.464,2.4,0.45,0.3,0.343,0.571,0.382,7.8,7.7,1.9,1.0,29.8,5.4,7.7,3.0,11.6,0.364,0.482,0.255,6,8,,0,3,4,4,3,0
James Cotton,1998,SG,cottoja02,9,0.4,1.9,SEA,0.381,2.3,0.0,0.2,0.471,0.889,0.381,14.2,7.4,2.3,-6.1,43.5,0.0,10.9,1.6,19.4,0.19,0.481,0.429,1,0,,1,4,1,3,2,0
James Robinson,1998,PG,robinja02,70,3.2,3.9,LAC,0.463,7.2,0.329,0.5,0.438,0.72,0.389,6.9,3.4,0.5,-0.4,23.3,18.8,5.1,1.6,15.0,0.449,0.494,0.214,47,296,,6,32,22,63,20,4
Jamie Feick,1998,PF,feickja01,45,0.3,1.7,MIL,0.456,2.0,0.308,1.0,0.455,0.488,0.433,21.6,12.1,2.8,-2.5,13.1,5.5,16.8,3.0,16.3,0.144,0.472,0.456,41,34,,3,15,11,9,5,3
Jaren Jackson,1998,SG,jacksja01,82,3.6,4.4,SAS,0.48,8.0,0.377,0.7,0.409,0.797,0.394,7.6,3.0,0.3,-2.0,17.1,11.4,5.4,1.5,12.8,0.454,0.511,0.18,80,328,,2,27,25,68,8,8
Jason Caffey,1998,PF,caffeja01,80,0.0,5.8,2TM,0.485,5.8,0.0,2.0,0.487,0.655,0.485,14.6,12.2,1.0,-1.5,20.4,8.0,13.4,0.9,15.9,0.004,0.526,0.429,70,146,,23,94,41,29,27,13
Jason Caffey,1998,PF,caffeja01,51,0.0,3.9,CHI,0.503,3.9,0.0,1.5,0.505,0.66,0.503,15.7,12.2,1.7,-1.5,18.4,8.0,14.0,1.0,16.4,0.005,0.548,0.518,36,78,,9,46,16,14,11,7
Jason Caffey,1998,PF,caffeja01,29,0.0,9.2,GSW,0.472,9.2,0.0,2.9,0.474,0.649,0.472,13.4,12.2,0.3,-1.5,22.4,8.0,12.8,0.9,15.5,0.004,0.509,0.363,34,68,,14,48,25,15,16,6
Jason Kidd,1998,PG,kiddja01,82,2.8,7.6,PHO,0.458,10.5,0.313,1.3,0.454,0.799,0.416,14.7,4.1,0.6,1.5,17.6,35.6,9.5,2.7,21.5,0.271,0.502,0.243,59,1628,,24,70,29,181,42,10
Jason Lawson,1998,C,lawsoja01,17,0.0,0.9,ORL,0.6,0.9,,0.5,0.6,0.8,0.6,28.6,11.5,3.6,1.1,12.3,10.7,19.9,2.8,9.3,0.0,0.67,0.667,10,10,,0,4,2,0,1,0
Jayson Williams,1998,C,willija01,65,0.1,9.9,NJN,0.498,9.9,0.0,6.8,0.501,0.666,0.498,23.2,20.5,1.5,2.3,16.1,4.5,21.8,1.0,10.9,0.006,0.541,0.454,85,140,,33,116,69,25,28,13
Jeff Grayer,1998,SG,grayeje01,5,1.2,1.0,2TM,0.455,2.2,0.333,0.0,0.4,,0.364,12.9,0.0,0.0,-10.0,19.7,9.3,6.3,3.1,26.7,0.545,0.455,0.0,2,4,,0,0,0,1,1,1
Jeff Grayer,1998,SG,grayeje01,1,3.0,1.0,CHH,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-18.6,25.2,12.1,0.0,0.0,33.3,0.75,0.0,0.0,0,2,,0,0,0,1,1,0
Jeff Grayer,1998,SG,grayeje01,4,0.8,1.0,GSW,0.714,1.8,0.667,0.0,0.5,,0.571,19.1,0.0,0.0,-5.9,17.1,8.0,9.3,4.6,22.2,0.429,0.714,0.0,2,2,,0,0,0,0,0,1
Jeff Hornacek,1998,SG,hornaje01,80,1.6,8.8,UTA,0.516,10.4,0.441,0.8,0.489,0.885,0.482,9.7,3.5,0.5,3.3,20.8,23.9,6.8,2.4,12.0,0.153,0.587,0.389,60,711,,12,60,28,79,22,15
Jeff Nordgaard,1998,PF,nordgje01,13,0.0,1.4,MIL,0.278,1.4,,0.3,0.278,0.889,0.278,25.7,10.1,0.0,-3.2,23.7,10.0,17.8,2.2,12.0,0.0,0.41,0.5,3,7,,2,3,1,1,1,0
Jerald Honeycutt,1998,PF,honeyje01,38,2.0,3.8,MIL,0.473,5.8,0.377,0.7,0.424,0.621,0.407,15.3,6.2,0.8,-2.2,25.4,11.1,10.7,2.0,16.6,0.348,0.497,0.262,26,77,,10,30,13,16,11,10
Jermaine O'Neal,1998,PF,onealje01,60,0.0,3.8,POR,0.485,3.9,0.0,1.3,0.489,0.506,0.485,16.8,11.9,5.2,-3.6,18.2,3.6,14.5,1.0,16.9,0.009,0.498,0.385,56,36,,9,45,22,14,14,4
Jerome Kersey,1998,SF,kerseje01,37,0.3,6.0,SEA,0.418,6.3,0.1,1.5,0.43,0.6,0.416,12.9,9.5,1.5,-3.3,19.2,9.6,11.3,3.9,12.1,0.043,0.447,0.279,44,98,,7,31,8,21,3,4
Jerome Williams,1998,PF,willije01,77,0.0,3.7,DET,0.524,3.7,0.0,2.2,0.526,0.651,0.524,19.2,15.4,0.6,0.7,15.0,6.1,17.3,2.1,14.3,0.003,0.568,0.576,45,103,,12,70,31,13,15,11
Jerry Stackhouse,1998,SG,stackje01,79,2.5,9.9,2TM,0.459,12.3,0.241,1.3,0.483,0.787,0.435,7.5,4.8,1.7,1.2,25.3,17.2,6.2,1.9,16.0,0.2,0.532,0.462,60,531,,35,181,69,89,66,19
Jerry Stackhouse,1998,SG,stackje01,57,2.6,9.5,DET,0.45,12.1,0.208,1.4,0.488,0.782,0.428,7.5,5.1,1.6,1.6,25.8,17.5,6.3,1.8,15.1,0.215,0.53,0.504,40,389,,24,134,51,50,47,13
Jerry Stackhouse,1998,SF,stackje01,22,2.1,10.8,PHI,0.481,12.9,0.348,1.3,0.473,0.802,0.452,7.4,4.3,2.1,0.2,24.1,16.4,5.8,2.2,18.4,0.163,0.539,0.357,20,142,,11,47,18,39,19,6
Jim Jackson,1998,SG,jacksji01,79,2.4,11.6,2TM,0.458,14.0,0.319,1.6,0.453,0.812,0.43,10.1,4.7,0.2,-0.2,21.7,22.3,7.3,1.4,17.6,0.173,0.504,0.255,87,792,,20,96,67,144,49,15
Jim Jackson,1998,SG,jacksji01,31,2.5,15.9,GSW,0.421,18.5,0.278,2.0,0.422,0.805,0.402,9.8,5.0,0.1,-0.4,25.9,23.5,7.3,1.6,15.8,0.138,0.466,0.224,27,324,,14,46,36,57,27,10
Jim Jackson,1998,SG,jacksji01,48,2.3,8.8,PHI,0.496,11.1,0.348,1.4,0.489,0.818,0.46,10.2,4.4,0.2,0.0,18.8,21.5,7.3,1.2,19.4,0.209,0.545,0.288,60,468,,6,50,31,87,22,5
Jim McIlvaine,1998,C,mcilvji01,78,0.0,2.8,SEA,0.453,2.9,0.0,1.2,0.459,0.556,0.453,15.8,9.7,8.6,-5.3,12.0,2.3,12.8,1.1,17.3,0.013,0.477,0.363,124,46,,8,40,28,16,8,23
Jimmy Oliver,1998,SG,oliveji01,1,2.0,2.0,WAS,0.625,4.0,0.5,0.0,0.5,,0.5,23.5,0.0,0.0,5.8,17.8,17.3,11.4,0.0,0.0,0.5,0.625,0.0,0,3,,0,0,0,0,0,0
Joe Dumars,1998,SG,dumarjo01,72,5.9,5.1,DET,0.516,11.0,0.371,0.2,0.468,0.825,0.416,4.6,0.7,0.1,2.3,18.9,18.9,2.7,1.0,8.9,0.539,0.549,0.195,32,528,,5,35,7,55,13,2
Joe Kleine,1998,C,kleinjo01,46,0.0,2.3,CHI,0.368,2.3,,0.6,0.368,0.833,0.368,14.5,7.8,0.9,-6.3,16.0,11.2,11.1,0.5,19.7,0.0,0.408,0.17,38,61,,0,4,3,17,6,2
Joe Smith,1998,PF,smithjo02,79,0.1,13.4,2TM,0.434,13.5,0.0,2.5,0.437,0.775,0.434,12.9,9.1,1.5,-1.2,25.4,7.7,11.0,1.4,11.6,0.007,0.482,0.274,134,197,,22,122,75,65,45,12
Joe Smith,1998,PF,smithjo02,49,0.1,16.2,GSW,0.429,16.3,0.0,2.9,0.433,0.769,0.429,13.2,8.9,1.6,-0.8,26.4,8.0,11.0,1.4,10.6,0.009,0.474,0.26,90,141,,12,82,54,43,28,7
Joe Smith,1998,PF,smithjo02,30,0.0,9.0,PHI,0.448,9.0,0.0,1.9,0.45,0.788,0.448,12.4,9.5,1.4,-2.2,23.1,7.1,10.9,1.4,14.5,0.004,0.503,0.315,44,56,,10,40,21,22,17,5
Joe Stephens,1998,SF,stephjo01,7,1.4,2.6,HOU,0.411,4.0,0.3,0.4,0.389,0.667,0.357,9.5,9.7,0.0,3.4,40.0,5.7,9.6,2.9,6.1,0.357,0.441,0.214,1,2,,0,2,1,1,1,0
Joe Wolf,1998,PF,wolfjo01,57,0.2,1.9,DEN,0.339,2.1,0.2,0.6,0.342,0.5,0.331,17.6,6.6,0.8,-5.8,10.8,7.9,12.0,1.7,14.9,0.083,0.347,0.083,57,65,,2,5,3,13,3,3
John Crotty,1998,PG,crottjo01,26,0.8,2.7,POR,0.356,3.5,0.3,0.2,0.329,0.941,0.322,8.3,1.3,0.2,-4.2,17.6,25.5,4.9,1.4,28.6,0.222,0.457,0.378,6,135,,1,2,6,26,7,3
John Starks,1998,SG,starkjo01,82,4.9,6.7,NYK,0.461,11.5,0.327,0.6,0.441,0.787,0.393,10.0,2.6,0.2,0.4,25.6,18.1,6.3,1.9,12.0,0.42,0.504,0.248,73,467,,13,64,37,80,21,12
John Stockton,1998,PG,stockjo01,64,1.4,6.6,UTA,0.567,8.0,0.429,0.5,0.55,0.827,0.528,8.2,2.5,0.4,5.5,19.3,47.8,5.6,2.6,20.8,0.178,0.628,0.452,53,1133,,17,51,35,110,23,13
John Thomas,1998,PF,thomajo02,54,0.0,2.1,2TM,0.487,2.1,,0.9,0.487,0.759,0.487,13.5,9.7,1.7,-4.7,14.8,4.9,11.5,2.1,25.2,0.0,0.552,0.478,39,37,,4,24,16,13,8,11
John Thomas,1998,PF,thomajo02,33,0.0,2.4,BOS,0.513,2.4,,1.0,0.513,0.788,0.513,13.3,9.4,1.9,-4.1,15.0,5.4,11.2,2.7,25.9,0.0,0.571,0.413,24,28,,3,14,12,8,6,7
John Thomas,1998,PF,thomajo02,21,0.0,1.6,TOR,0.424,1.6,,0.8,0.424,0.714,0.424,14.0,10.3,1.2,-6.0,14.5,3.6,12.1,0.9,23.5,0.0,0.509,0.636,15,9,,1,10,4,5,2,4
John Wallace,1998,SF,wallajo01,82,0.0,11.9,TOR,0.479,11.9,0.5,1.4,0.478,0.717,0.478,12.6,5.3,2.9,-1.1,23.8,8.5,8.9,1.4,13.4,0.002,0.518,0.299,118,231,,42,140,75,58,49,22
Johnny Newman,1998,SF,newmajo01,74,1.4,9.4,DEN,0.453,10.8,0.343,0.7,0.444,0.82,0.431,5.1,2.6,0.8,-0.4,23.9,12.2,3.8,1.9,12.9,0.131,0.547,0.557,86,299,,33,176,78,58,36,17
Johnny Taylor,1998,SF,taylojo01,12,0.2,2.9,ORL,0.365,3.1,0.5,0.3,0.343,0.688,0.351,10.0,4.3,1.3,-8.0,22.1,1.6,7.1,1.5,15.4,0.054,0.431,0.432,11,2,,2,7,2,3,2,2
Jon Barry,1998,SG,barryjo01,49,1.2,0.9,LAL,0.452,2.1,0.295,0.2,0.465,0.931,0.365,8.6,2.5,0.6,-0.7,16.4,19.7,5.6,3.3,15.9,0.587,0.518,0.279,15,113,,2,9,3,17,1,1
Jud Buechler,1998,SF,buechju01,74,0.9,1.5,CHI,0.554,2.4,0.385,0.3,0.541,0.5,0.483,10.0,4.5,1.8,1.0,14.7,12.8,7.3,2.0,10.5,0.369,0.554,0.034,21,111,,0,3,1,15,0,3
Juwan Howard,1998,PF,howarju01,64,0.0,15.5,WAS,0.467,15.5,0.0,2.5,0.468,0.721,0.467,13.2,6.9,0.6,-0.3,23.2,13.6,10.0,1.7,13.9,0.002,0.515,0.361,84,445,,30,141,51,78,32,29
Karl Malone,1998,PF,malonka01,81,0.1,18.1,UTA,0.531,18.2,0.333,2.3,0.531,0.761,0.53,24.8,8.3,1.7,6.6,31.8,20.9,17.1,1.7,11.9,0.004,0.597,0.56,99,668,,58,297,88,144,19,40
Kebu Stewart,1998,PF,stewake01,15,0.0,1.7,PHI,0.462,1.7,,0.6,0.462,0.64,0.462,23.2,9.3,1.3,-1.6,18.4,3.0,16.2,2.4,17.8,0.0,0.541,0.962,8,4,,1,10,7,3,4,1
Keith Askins,1998,SF,askinke01,46,1.6,1.0,MIA,0.406,2.7,0.284,0.6,0.375,0.632,0.32,12.2,5.0,1.3,-4.2,10.7,6.4,8.7,2.2,16.6,0.607,0.426,0.156,44,66,,0,6,3,18,1,3
Keith Booth,1998,SF,boothke01,6,0.2,0.8,CHI,0.333,1.0,0.0,0.3,0.4,1.0,0.333,13.5,13.4,0.0,-4.3,30.7,9.0,13.5,0.0,25.8,0.167,0.579,1.0,1,2,,0,1,1,0,1,1
Keith Closs,1998,C,closske01,58,0.0,3.6,LAC,0.449,3.6,,1.1,0.449,0.597,0.449,16.3,9.6,7.3,-2.3,16.7,4.2,12.9,0.8,13.6,0.0,0.482,0.372,55,43,,1,22,16,13,11,3
Keith Van Horn,1998,PF,vanhoke01,62,3.6,13.3,NJN,0.459,16.9,0.308,2.3,0.458,0.846,0.426,14.1,6.6,0.8,0.7,25.2,7.9,10.1,1.5,12.2,0.214,0.516,0.291,100,244,,23,121,105,26,48,23
Kelvin Cato,1998,C,catoke01,74,0.0,3.1,POR,0.428,3.1,0.0,1.2,0.434,0.688,0.428,17.9,10.9,6.8,-3.2,14.7,3.6,14.6,1.5,13.4,0.013,0.496,0.546,90,51,,10,64,35,14,12,6
Kendall Gill,1998,SF,gillke01,81,1.2,10.8,NJN,0.443,12.0,0.257,1.4,0.449,0.688,0.429,12.6,4.5,1.7,0.0,19.8,11.9,8.3,3.0,10.0,0.104,0.486,0.336,136,424,,20,117,76,51,29,14
Kenny Anderson,1998,PG,anderke01,61,2.6,8.4,2TM,0.44,11.0,0.356,0.6,0.411,0.789,0.398,8.4,2.5,0.0,0.3,21.8,31.4,5.4,2.5,15.8,0.237,0.491,0.288,46,730,,12,69,45,94,23,8
Kenny Anderson,1998,PG,anderke01,16,1.7,7.5,BOS,0.469,9.2,0.37,0.2,0.45,0.837,0.435,12.0,0.8,0.0,2.1,22.1,43.4,5.9,3.5,14.7,0.184,0.531,0.333,12,203,,5,22,6,21,5,0
Kenny Anderson,1998,PG,anderke01,45,3.0,8.8,POR,0.432,11.7,0.353,0.8,0.398,0.772,0.387,7.5,3.0,0.0,-0.2,21.7,28.3,5.3,2.2,16.2,0.252,0.48,0.275,34,527,,7,47,39,73,18,8
Kerry Kittles,1998,SG,kittlke01,77,3.4,11.6,NJN,0.488,15.0,0.418,1.7,0.447,0.808,0.44,10.1,5.1,1.0,2.9,21.2,10.6,7.4,2.5,7.7,0.228,0.525,0.217,74,380,,21,84,57,48,30,4
Kevin Edwards,1998,SG,edwarke01,39,0.4,3.8,2TM,0.364,4.2,0.4,0.5,0.34,0.857,0.345,8.6,4.6,0.1,-3.3,19.2,12.9,6.5,2.8,14.3,0.091,0.416,0.212,12,81,,0,13,9,16,6,0
Kevin Edwards,1998,SG,edwarke01,27,0.4,3.5,NJN,0.368,3.9,0.364,0.4,0.347,0.867,0.349,8.1,3.4,0.0,-3.9,16.4,11.1,5.6,3.1,15.1,0.104,0.404,0.142,9,54,,0,6,4,10,5,0
Kevin Edwards,1998,SG,edwarke01,12,0.3,4.6,ORL,0.356,4.9,0.5,0.8,0.327,0.85,0.339,9.8,7.7,0.5,-1.6,26.4,17.5,8.7,2.0,12.9,0.068,0.435,0.339,3,27,,0,7,5,6,1,0
Kevin Garnett,1998,PF,garneke01,82,0.2,15.6,MIN,0.492,15.8,0.188,2.7,0.495,0.738,0.491,19.7,7.9,3.3,2.6,22.5,18.2,13.9,2.2,11.8,0.012,0.527,0.257,94,745,,36,136,43,72,46,26
Kevin Johnson,1998,PG,johnske02,50,0.5,6.4,PHO,0.452,6.9,0.154,0.7,0.47,0.871,0.447,11.4,3.2,0.4,1.0,18.6,28.5,7.4,1.1,19.1,0.075,0.555,0.536,21,531,,16,52,14,70,19,2
Kevin Ollie,1998,PG,ollieke01,35,0.0,2.8,2TM,0.378,2.8,0.0,0.3,0.381,0.7,0.378,8.2,2.3,0.0,-3.8,18.4,24.3,5.2,1.6,25.5,0.01,0.477,0.714,4,143,,7,31,8,31,7,2
Kevin Ollie,1998,PG,ollieke01,16,0.0,2.6,DAL,0.333,2.6,,0.4,0.333,0.72,0.333,8.0,3.1,0.0,-4.5,14.8,22.7,5.5,1.5,23.2,0.0,0.434,0.595,2,74,,3,11,5,13,1,1
Kevin Ollie,1998,PG,ollieke01,19,0.1,2.9,ORL,0.411,2.9,0.0,0.2,0.418,0.689,0.411,8.4,1.6,0.0,-3.0,22.0,25.8,4.9,1.8,27.0,0.018,0.508,0.804,2,69,,4,20,3,18,6,1
Kevin Salvadori,1998,C,salvake01,16,0.0,0.8,SAC,0.077,0.8,,0.3,0.077,0.5,0.077,19.7,6.3,8.6,-9.3,10.5,4.7,12.8,0.0,24.2,0.0,0.16,0.462,9,8,,0,3,4,3,2,0
Kevin Willis,1998,PF,willike02,81,0.1,12.8,HOU,0.511,12.9,0.143,2.9,0.513,0.793,0.51,20.7,11.0,1.1,0.3,24.1,5.8,15.9,1.1,12.6,0.007,0.555,0.293,73,197,,29,139,59,43,46,21
Khalid Reeves,1998,PG,reevekh01,82,1.9,5.4,DAL,0.465,7.2,0.368,0.7,0.435,0.775,0.418,7.6,3.0,0.4,-1.5,19.2,19.8,5.3,2.2,15.9,0.256,0.522,0.359,76,501,,24,90,45,71,22,14
Kiwane Lemorris Garris,1998,SG,garriki01,28,0.5,1.8,DEN,0.377,2.3,0.357,0.1,0.333,0.76,0.338,8.6,1.5,0.3,-3.6,18.4,21.4,5.0,1.7,16.5,0.215,0.447,0.385,10,56,,1,10,10,12,3,0
Kobe Bryant,1998,SF,bryanko01,79,2.8,8.8,LAL,0.469,11.6,0.341,1.0,0.456,0.794,0.428,8.7,4.5,1.3,2.2,27.2,16.0,6.7,1.8,12.4,0.241,0.548,0.501,76,451,,34,155,56,72,33,18
Kurt Thomas,1998,PF,thomaku01,5,0.0,9.0,DAL,0.378,9.0,,1.6,0.378,1.0,0.378,24.9,11.9,0.0,-11.5,35.3,8.4,18.3,0.7,17.8,0.0,0.399,0.067,9,7,,1,2,7,6,0,1
LaPhonso Ellis,1998,SF,ellisla01,76,2.6,10.6,DEN,0.435,13.3,0.284,1.9,0.438,0.805,0.407,18.8,6.5,1.4,-0.2,22.9,15.9,12.5,1.4,13.4,0.2,0.484,0.254,115,461,,23,105,55,71,39,17
Lamond Murray,1998,SF,murrala01,79,1.9,10.5,LAC,0.508,12.5,0.353,2.2,0.504,0.748,0.481,13.9,7.5,1.4,1.4,22.1,9.9,10.7,2.4,13.3,0.155,0.548,0.299,85,326,,33,139,54,61,42,27
Larry Johnson,1998,SF,johnsla02,70,0.9,11.7,NYK,0.494,12.6,0.238,2.5,0.504,0.756,0.485,11.3,8.7,0.4,1.1,22.1,11.4,10.0,0.9,11.2,0.071,0.539,0.32,92,339,,30,136,62,48,34,7
Larry Robinson,1998,SF,robinla01,6,1.0,2.2,VAN,0.395,3.2,0.5,0.3,0.231,1.0,0.316,28.0,5.6,0.0,-0.8,23.7,4.0,16.8,5.1,9.1,0.316,0.428,0.105,0,2,,0,0,0,2,0,0
Latrell Sprewell,1998,SG,sprewla01,14,3.4,16.4,GSW,0.413,19.8,0.188,0.5,0.441,0.745,0.397,8.8,1.3,0.6,0.5,28.9,24.1,5.0,1.8,12.1,0.173,0.47,0.339,9,138,,7,37,14,18,18,2
Lawrence Funderburke,1998,PF,fundela01,52,0.1,7.4,SAC,0.491,7.5,0.143,1.5,0.496,0.679,0.49,16.0,8.0,0.9,0.9,21.3,10.0,11.9,0.9,11.8,0.018,0.534,0.415,27,136,,16,72,23,28,12,6
Lawrence Moten,1998,SG,motenla01,8,0.1,1.5,WAS,0.231,1.6,0.0,0.1,0.25,0.75,0.231,0.0,4.1,0.0,-10.8,25.9,16.7,2.1,0.0,6.3,0.077,0.305,0.308,3,7,,0,0,2,0,1,0
Ledell Eackles,1998,SG,eacklle01,42,1.1,3.1,WAS,0.474,4.2,0.348,0.6,0.457,0.881,0.429,10.7,5.0,0.0,-1.2,18.7,4.6,7.8,1.6,12.6,0.263,0.542,0.337,10,35,,4,26,17,12,5,4
Lee Mayberry,1998,PG,maybele01,79,2.3,2.1,VAN,0.466,4.4,0.35,0.2,0.402,0.745,0.375,5.9,1.2,0.4,-2.1,11.7,27.7,3.6,1.8,23.3,0.516,0.489,0.146,47,750,,5,17,8,77,19,8
Lindsey Hunter,1998,PG,hunteli01,71,3.7,7.9,DET,0.434,11.6,0.321,0.9,0.412,0.74,0.383,8.9,2.9,0.3,-0.9,19.0,15.1,5.9,2.7,10.8,0.321,0.472,0.237,70,474,,14,62,40,64,17,8
Litterial Green,1998,PG,greenli01,21,0.1,1.0,MIL,0.217,1.1,0.0,0.0,0.238,0.75,0.217,6.0,1.0,0.0,-4.6,14.6,18.7,3.4,1.7,20.1,0.087,0.393,0.87,5,37,,0,6,1,3,4,0
Lloyd Daniels,1998,SG,daniell01,6,1.5,3.3,TOR,0.448,4.8,0.222,0.7,0.5,0.8,0.414,4.3,5.3,1.7,-0.8,20.0,8.2,4.8,1.9,10.7,0.31,0.509,0.345,1,9,,0,3,0,1,1,1
Lorenzen Wright,1998,C,wrighlo02,69,0.0,7.8,LAC,0.445,7.9,0.0,2.6,0.446,0.659,0.445,23.7,9.8,2.8,-1.9,15.4,4.3,16.7,1.4,11.3,0.004,0.49,0.395,144,122,,15,88,56,33,19,8
Lorenzo Williams,1998,PF,willilo01,14,0.0,1.2,WAS,0.765,1.2,,1.1,0.765,0.0,0.765,10.6,15.9,1.9,-0.4,8.0,4.1,13.3,0.9,10.1,0.0,0.727,0.118,12,7,,0,1,0,0,2,0
Loy Vaught,1998,PF,vaughlo01,10,0.2,8.2,LAC,0.429,8.4,0.0,1.6,0.439,0.375,0.429,21.2,6.8,0.5,-4.5,16.8,4.4,14.0,0.8,12.9,0.024,0.428,0.095,9,15,,0,3,4,7,0,2
Luc Longley,1998,C,longllu01,58,0.0,10.5,CHI,0.455,10.5,,1.9,0.455,0.736,0.455,15.4,7.6,2.6,-2.0,21.2,15.5,11.5,1.1,16.2,0.0,0.492,0.243,107,338,,19,75,68,54,35,16
Lucious Harris,1998,SG,harrilu01,50,0.8,2.8,NJN,0.424,3.5,0.308,0.4,0.413,0.745,0.39,5.7,3.4,0.6,-2.8,14.4,9.4,4.5,3.3,9.5,0.22,0.475,0.311,32,90,,1,21,11,8,7,2
Mahmoud Abdul-Rauf,1998,PG,abdulma02,31,1.0,7.8,SAC,0.386,8.8,0.161,0.2,0.405,1.0,0.377,6.7,1.2,0.1,-3.2,25.1,19.7,3.9,1.6,6.4,0.114,0.405,0.059,16,124,,3,5,12,9,7,0
Malik Rose,1998,PF,rosema01,53,0.1,2.5,SAS,0.438,2.6,0.333,0.8,0.436,0.639,0.434,12.6,11.5,1.2,-5.3,22.6,7.5,12.1,2.7,21.3,0.022,0.485,0.449,32,43,,5,25,18,19,6,8
Malik Sealy,1998,SF,sealyma01,77,0.5,6.0,DET,0.437,6.6,0.22,0.6,0.446,0.824,0.428,12.5,3.5,0.9,-1.5,18.8,10.4,7.9,2.2,11.9,0.081,0.505,0.36,76,209,,14,62,20,38,19,5
Marcus Camby,1998,C,cambyma01,63,0.0,11.8,TOR,0.412,11.9,0.0,3.2,0.413,0.611,0.412,15.3,10.9,7.9,-2.0,21.6,9.4,13.0,1.8,13.6,0.003,0.448,0.327,122,238,,22,117,58,63,32,6
Mario Bennett,1998,PF,bennema01,45,0.0,3.0,LAL,0.596,3.0,0.5,1.3,0.594,0.364,0.593,20.6,19.7,2.2,1.4,21.8,9.0,20.1,2.8,12.0,0.015,0.573,0.326,38,40,,8,22,10,7,1,2
Mario Elie,1998,SF,eliema01,73,2.6,3.7,HOU,0.512,6.2,0.291,0.5,0.566,0.833,0.452,6.9,2.3,0.3,-0.2,14.4,17.4,4.6,2.1,15.8,0.414,0.575,0.382,49,493,,19,69,22,63,14,6
Mark Bryant,1998,C,bryanma01,70,0.0,3.2,PHO,0.484,3.2,0.0,1.3,0.487,0.768,0.484,15.6,9.9,1.0,-3.5,13.3,6.0,12.8,1.7,17.9,0.004,0.545,0.422,60,107,,7,35,27,15,13,13
