player,season,pos,player_id,g,x3pa_per_game,x2pa_per_game,team,e_fg_percent,fga_per_game,x3p_percent,orb_per_game,x2p_percent,ft_percent,fg_percent,drb_percent,orb_percent,blk_percent,obpm,usg_percent,ast_percent,trb_percent,stl_percent,tov_percent,x3p_ar,ts_percent,f_tr,shooting_foul_committed,points_generated_by_assists,offensive_foul_drawn,and1,shooting_foul_drawn,fga_blocked,bad_pass_turnover,lost_ball_turnover,offensive_foul_committed
Corey Kispert,2024,SF,kispeco01,80,6.0,3.9,WAS,0.602,9.9,0.383,0.4,0.643,0.726,0.486,10.3,1.5,0.6,-0.2,19.6,10.7,5.8,0.9,10.2,0.605,0.62,0.198,83,371,6.0,26,75,48,28,40,12
Cory Joseph,2024,PG,josepco01,26,1.6,0.8,GSW,0.461,2.5,0.31,0.2,0.455,0.571,0.359,8.6,2.2,0.9,-4.0,11.3,17.2,5.5,0.7,15.2,0.656,0.47,0.109,15,109,3.0,0,1,2,6,2,1
Craig Porter Jr.,2024,PG,portecr01,51,0.7,3.8,CLE,0.535,4.5,0.353,0.4,0.536,0.732,0.509,15.1,3.7,2.1,-0.6,20.2,26.5,9.4,1.6,15.1,0.149,0.564,0.246,30,291,1.0,8,28,16,31,8,1
D'Angelo Russell,2024,PG,russeda01,76,7.2,7.0,LAL,0.56,14.2,0.415,0.4,0.497,0.828,0.456,8.9,1.3,1.3,1.7,23.0,27.6,5.3,1.3,11.8,0.505,0.588,0.178,75,1111,20.0,17,76,35,106,30,10
D'Moi Hodge,2024,SG,hodgedm01,7,1.7,0.4,LAL,0.433,2.1,0.25,0.0,0.667,0.5,0.333,0.0,0.0,2.1,-3.7,17.8,15.6,0.0,1.2,5.9,0.8,0.441,0.133,2,10,0.0,0,1,0,1,0,0
D.J. Carton,2024,SG,cartodj01,4,1.0,1.0,TOR,0.438,2.0,0.25,0.5,0.5,0.8,0.375,6.2,6.0,0.0,-4.2,13.3,10.5,6.1,1.3,8.9,0.5,0.539,0.625,0,8,0.0,1,2,0,1,0,0
D.J. Wilson,2024,PF,wilsodj01,2,1.0,2.0,PHI,0.833,3.0,1.0,0.5,0.5,,0.667,7.5,7.2,12.2,15.5,17.3,22.5,7.4,0.0,0.0,0.333,0.833,0.0,0,4,0.0,0,0,1,0,0,0
DaQuan Jeffries,2024,SG,jeffrda01,17,0.6,0.4,NYK,0.412,1.0,0.2,0.0,0.571,0.0,0.353,12.2,0.0,2.0,-5.6,19.6,14.9,6.1,0.0,14.4,0.588,0.391,0.118,2,11,0.0,0,0,1,2,1,0
Daishen Nix,2024,PG,nixda01,15,1.1,0.5,MIN,0.5,1.6,0.353,0.1,0.429,0.5,0.375,4.3,2.4,0.0,-2.8,28.0,17.8,3.4,4.9,15.8,0.708,0.507,0.25,1,15,0.0,0,1,3,2,3,0
Dalano Banton,2024,PG,bantoda01,54,3.7,5.6,2TM,0.463,9.3,0.296,0.8,0.475,0.783,0.404,15.2,4.2,1.7,-0.7,25.7,19.4,9.5,1.6,12.2,0.398,0.504,0.24,40,306,1.0,13,58,35,47,19,8
Dalano Banton,2024,PG,bantoda01,24,0.7,1.5,BOS,0.392,2.1,0.125,0.5,0.486,0.8,0.373,13.9,7.9,1.5,-4.7,17.8,13.9,11.0,1.4,14.3,0.314,0.468,0.392,11,46,1.0,2,10,3,6,1,3
Dalano Banton,2024,PG,bantoda01,30,6.1,8.9,POR,0.471,15.0,0.311,1.0,0.474,0.78,0.408,15.5,3.5,1.8,0.1,27.2,20.5,9.1,1.6,12.0,0.408,0.508,0.223,29,260,0.0,11,48,32,41,18,5
Dalen Terry,2024,SG,terryda01,59,1.3,1.4,CHI,0.494,2.7,0.23,0.5,0.627,0.581,0.439,14.1,4.7,2.7,-3.4,13.4,15.6,9.3,2.0,15.4,0.471,0.512,0.274,41,188,3.0,3,17,5,19,4,3
Damian Jones,2024,C,jonesda03,39,0.4,1.5,CLE,0.618,1.8,0.214,0.5,0.69,0.857,0.597,17.3,8.4,4.3,-1.7,15.4,7.9,12.9,1.3,13.8,0.194,0.659,0.292,14,40,0.0,7,14,3,4,2,5
Damian Lillard,2024,PG,lillada01,73,8.5,9.0,MIL,0.51,17.5,0.354,0.5,0.49,0.92,0.424,11.8,1.6,0.6,3.4,28.4,28.8,6.8,1.3,11.4,0.487,0.59,0.403,58,1223,14.0,35,185,85,138,39,7
Daniel Gafford,2024,PF,gaffoda01,74,0.0,6.5,2TM,0.725,6.5,,2.6,0.725,0.674,0.725,22.1,11.4,7.1,0.7,14.7,9.1,16.7,1.7,11.7,0.0,0.731,0.365,159,254,16.0,20,88,34,25,21,22
Daniel Gafford,2024,PF,gaffoda01,29,0.0,6.4,DAL,0.78,6.4,,2.2,0.78,0.607,0.78,23.9,11.3,7.9,2.5,16.4,11.1,17.6,1.6,11.7,0.0,0.769,0.301,50,104,2.0,10,29,10,9,8,9
Daniel Gafford,2024,C,gaffoda01,45,0.0,6.5,WAS,0.69,6.5,,2.9,0.69,0.706,0.69,21.1,11.5,6.6,-0.2,13.9,8.0,16.2,1.7,11.7,0.0,0.707,0.405,109,150,14.0,10,59,24,16,13,13
Daniel Theis,2024,C,theisda01,60,1.2,3.7,2TM,0.577,4.9,0.366,1.4,0.586,0.76,0.532,17.1,9.8,4.5,-1.7,15.4,8.3,13.6,1.0,11.8,0.242,0.597,0.171,76,148,9.0,4,20,27,11,8,14
Daniel Theis,2024,C,theisda01,1,1.0,3.0,IND,0.25,4.0,0.0,0.0,0.333,,0.25,0.0,0.0,0.0,-13.2,21.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0,0,1.0,0,0,1,0,0,0
Daniel Theis,2024,C,theisda01,59,1.2,3.7,LAC,0.581,4.9,0.371,1.4,0.589,0.76,0.536,17.2,9.9,4.6,-1.6,15.4,8.3,13.7,1.0,11.9,0.242,0.601,0.173,76,148,8.0,4,20,26,11,8,14
Danilo Gallinari,2024,SF,gallida01,49,1.9,2.0,3TM,0.516,3.9,0.323,0.4,0.546,0.857,0.437,15.3,3.4,0.8,-0.8,17.2,11.6,9.3,1.1,9.0,0.489,0.601,0.516,30,134,2.0,7,36,8,7,14,1
Danilo Gallinari,2024,SF,gallida01,6,2.0,1.7,DET,0.705,3.7,0.583,0.3,0.5,0.875,0.545,15.1,2.4,1.9,5.9,15.9,18.6,8.7,1.1,3.0,0.545,0.799,1.091,5,31,0.0,2,11,2,0,1,0
Danilo Gallinari,2024,SF,gallida01,17,1.0,1.2,MIL,0.419,2.2,0.176,0.4,0.55,0.889,0.378,8.3,4.3,0.6,-5.0,15.3,9.6,6.4,1.9,18.2,0.459,0.523,0.486,5,27,0.0,2,8,2,4,6,0
Danilo Gallinari,2024,PF,gallida01,26,2.5,2.6,WAS,0.511,5.0,0.313,0.5,0.552,0.839,0.435,18.2,3.3,0.6,-0.8,18.3,10.8,10.6,0.7,7.2,0.489,0.581,0.427,20,76,2.0,3,17,4,3,7,1
Danny Green,2024,SG,greenda02,2,0.5,0.5,PHI,0.0,1.0,0.0,0.0,0.0,,0.0,12.5,0.0,0.0,-7.4,4.8,6.5,6.1,2.7,0.0,0.5,0.0,0.0,1,2,0.0,0,0,0,0,0,0
Dante Exum,2024,PG,exumda01,55,2.0,3.5,DAL,0.621,5.5,0.491,0.5,0.557,0.779,0.533,12.4,2.5,0.4,-0.3,15.0,19.3,7.5,1.0,12.9,0.358,0.645,0.225,37,380,20.0,5,31,18,22,20,3
Danuel House Jr.,2024,SF,houseda01,34,1.5,1.6,PHI,0.519,3.1,0.3,0.5,0.582,0.761,0.448,9.3,3.4,0.9,-3.4,12.2,7.2,6.3,1.5,13.2,0.476,0.575,0.438,30,65,3.0,8,26,7,11,3,1
Dario Šarić,2024,C,saricda01,64,3.1,3.0,GSW,0.562,6.1,0.376,1.1,0.56,0.849,0.466,20.4,7.3,0.8,0.6,19.5,17.8,13.9,1.4,15.4,0.508,0.6,0.24,75,344,6.0,9,42,25,40,19,10
Dariq Whitehead,2024,SF,whiteda01,2,1.5,1.0,BRK,0.2,2.5,0.0,0.0,0.5,0.5,0.2,18.8,0.0,3.8,-5.5,10.6,15.6,9.1,0.0,0.0,0.6,0.255,0.4,0,7,0.0,0,1,1,0,0,0
Darius Bazley,2024,PF,bazleda01,9,0.9,2.4,2TM,0.633,3.3,0.25,0.9,0.727,0.833,0.6,14.4,5.8,4.1,-0.9,11.9,6.0,10.1,1.9,18.5,0.267,0.68,0.4,2,19,0.0,2,6,4,3,4,0
Darius Bazley,2024,PF,bazleda01,3,0.0,0.3,PHI,0.0,0.3,,0.0,0.0,,0.0,11.2,0.0,0.0,-7.7,8.6,23.2,5.5,0.0,50.0,0.0,0.0,0.0,0,5,0.0,0,0,1,1,0,0
Darius Bazley,2024,PF,bazleda01,6,1.3,3.5,UTA,0.655,4.8,0.25,1.3,0.762,0.833,0.621,14.6,6.3,4.4,-0.4,12.2,4.7,10.5,2.0,17.0,0.276,0.7,0.414,2,14,0.0,2,6,3,2,4,0
Darius Garland,2024,PG,garlada01,57,6.2,8.5,CLE,0.524,14.8,0.371,0.5,0.501,0.834,0.446,7.1,1.8,0.3,0.2,25.3,29.4,4.5,1.9,16.1,0.423,0.56,0.208,36,878,16.0,15,72,48,104,40,9
David Duke Jr.,2024,SG,dukeda01,4,1.5,3.0,SAS,0.639,4.5,0.5,0.5,0.583,1.0,0.556,17.1,4.2,0.0,-0.1,18.5,14.6,10.6,1.9,13.4,0.333,0.673,0.167,1,12,2.0,1,1,0,2,0,0
David Roddy,2024,PF,roddyda01,65,2.5,3.8,2TM,0.462,6.3,0.293,0.8,0.478,0.691,0.403,15.2,4.8,0.9,-4.0,18.1,10.3,9.8,1.1,11.5,0.401,0.484,0.166,37,201,5.0,8,37,33,20,28,3
David Roddy,2024,PF,roddyda01,48,3.3,4.8,MEM,0.462,8.0,0.301,1.1,0.47,0.687,0.402,15.2,4.8,0.9,-3.9,18.1,10.4,9.8,1.1,11.5,0.404,0.485,0.174,35,190,4.0,7,36,33,19,26,3
David Roddy,2024,PF,roddyda01,17,0.5,0.9,PHO,0.457,1.4,0.125,0.1,0.6,1.0,0.435,15.4,3.8,0.0,-4.8,18.2,8.8,9.9,1.6,11.3,0.348,0.469,0.043,2,11,1.0,1,1,0,1,2,0
Davion Mitchell,2024,PG,mitchda01,72,2.2,2.3,SAC,0.54,4.5,0.361,0.3,0.539,0.714,0.452,7.9,1.9,0.2,-2.4,14.9,16.0,4.8,0.7,11.2,0.489,0.555,0.13,41,330,17.0,6,18,10,20,16,0
Day'Ron Sharpe,2024,C,sharpda01,61,0.2,4.6,BRK,0.578,4.8,0.267,2.6,0.588,0.61,0.571,27.9,18.6,4.3,-0.4,19.7,14.0,23.1,1.3,16.7,0.051,0.596,0.418,62,198,1.0,19,64,29,30,16,18
De'Aaron Fox,2024,PG,foxde01,74,7.8,13.1,SAC,0.534,20.9,0.369,0.9,0.522,0.738,0.465,11.8,2.8,1.1,2.6,31.0,25.2,7.2,2.7,10.1,0.374,0.567,0.273,88,1031,21.0,44,186,68,106,71,10
De'Andre Hunter,2024,SF,huntede01,57,5.3,6.3,ATL,0.547,11.6,0.385,0.5,0.521,0.847,0.459,12.9,1.9,0.9,-0.9,20.6,7.3,7.2,1.1,10.0,0.459,0.595,0.296,63,213,29.0,28,93,29,25,30,13
De'Anthony Melton,2024,SG,meltode01,38,5.6,3.8,PHI,0.493,9.5,0.36,0.7,0.425,0.835,0.386,12.4,3.0,1.4,-0.7,18.3,15.4,7.6,2.9,9.0,0.594,0.533,0.219,33,261,2.0,7,30,22,21,8,3
DeAndre Jordan,2024,C,jordade01,36,0.0,2.6,DEN,0.624,2.6,,1.5,0.624,0.491,0.624,28.0,15.6,3.4,-1.7,15.4,8.5,22.0,0.8,16.5,0.0,0.61,0.57,32,58,1.0,7,24,11,7,3,11
DeJon Jarreau,2024,SG,jarrede01,9,1.4,4.1,MEM,0.38,5.6,0.308,0.9,0.351,0.455,0.34,27.3,5.6,1.2,-4.6,18.3,25.4,16.0,2.0,14.1,0.26,0.392,0.22,4,60,1.0,1,5,1,7,1,0
DeMar DeRozan,2024,SF,derozde01,79,2.8,14.3,CHI,0.507,17.2,0.333,0.5,0.509,0.853,0.48,11.3,1.6,1.5,2.1,25.8,21.8,6.4,1.5,7.7,0.166,0.584,0.452,87,1044,15.0,71,277,75,79,36,10
Dean Wade,2024,PF,wadede01,54,3.7,0.6,CLE,0.584,4.3,0.391,0.7,0.567,0.769,0.414,18.2,3.8,2.0,-1.7,10.5,5.0,11.1,1.8,7.6,0.871,0.598,0.112,53,106,12.0,2,10,3,8,8,1
Deandre Ayton,2024,C,aytonde01,55,0.2,13.4,POR,0.571,13.6,0.1,3.2,0.576,0.823,0.57,28.9,10.4,2.1,0.5,21.1,8.8,19.1,1.5,11.2,0.013,0.587,0.105,75,222,3.0,11,40,41,28,42,14
Dejounte Murray,2024,SG,murrade01,78,7.1,11.7,ATL,0.528,18.8,0.363,0.8,0.518,0.794,0.459,14.4,2.3,0.8,2.3,26.6,27.9,8.1,1.9,11.3,0.379,0.555,0.179,57,1221,8.0,29,116,69,117,59,14
Delon Wright,2024,PG,wrighde01,47,1.4,2.6,2TM,0.46,4.0,0.368,0.4,0.408,0.822,0.394,10.0,2.7,1.3,-2.0,12.8,20.8,6.3,3.5,6.3,0.362,0.505,0.239,19,297,6.0,3,18,11,5,7,2
Delon Wright,2024,PG,wrighde01,14,2.1,2.6,MIA,0.477,4.7,0.367,0.4,0.417,0.813,0.394,8.4,2.4,1.0,-2.4,11.9,17.6,5.3,3.3,3.9,0.455,0.52,0.242,7,93,0.0,0,6,0,1,2,0
Delon Wright,2024,PG,wrighde01,33,1.2,2.5,WAS,0.451,3.7,0.368,0.4,0.405,0.828,0.393,11.0,3.0,1.4,-1.8,13.5,22.8,6.9,3.6,7.5,0.311,0.497,0.238,12,204,6.0,3,12,11,4,5,2
Deni Avdija,2024,SF,avdijde01,75,3.1,7.6,WAS,0.56,10.7,0.374,1.1,0.56,0.74,0.506,22.1,3.9,1.3,-0.7,20.2,17.8,12.8,1.2,14.8,0.293,0.597,0.34,93,672,12.0,45,144,76,87,45,18
Dennis Schröder,2024,PG,schrode01,80,4.6,7.0,2TM,0.509,11.6,0.375,0.5,0.474,0.836,0.435,9.2,1.7,0.6,-0.5,20.3,28.0,5.3,1.2,13.0,0.397,0.55,0.23,56,1168,25.0,16,77,66,95,38,10
Dennis Schröder,2024,PG,schrode01,29,5.1,7.6,BRK,0.507,12.7,0.412,0.6,0.432,0.797,0.424,10.3,1.9,0.9,-0.5,21.8,28.0,6.0,0.9,15.0,0.402,0.535,0.174,23,419,7.0,5,23,26,45,20,2
Dennis Schröder,2024,PG,schrode01,51,4.3,6.6,TOR,0.511,11.0,0.35,0.4,0.501,0.852,0.442,8.5,1.5,0.5,-0.5,19.4,28.0,4.9,1.4,11.7,0.394,0.559,0.267,33,749,18.0,11,54,40,50,18,8
Dennis Smith Jr.,2024,PG,smithde03,56,1.9,4.1,BRK,0.482,6.0,0.294,0.9,0.502,0.741,0.435,12.1,5.0,1.0,-2.6,17.7,27.3,8.5,3.2,15.8,0.322,0.508,0.172,57,491,6.0,6,25,24,36,15,9
Dereck Lively II,2024,C,livelde01,55,0.0,5.3,DAL,0.747,5.4,0.0,2.5,0.752,0.506,0.747,20.4,11.4,5.2,-0.3,12.6,6.4,16.0,1.3,13.1,0.007,0.728,0.274,92,150,2.0,11,40,20,16,11,15
Dereon Seabron,2024,SG,seabrde01,6,0.3,1.8,NOP,0.346,2.2,0.5,0.2,0.273,0.833,0.308,12.0,2.0,1.8,-2.7,12.4,11.2,7.1,1.8,0.0,0.154,0.448,0.462,2,12,1.0,0,3,1,0,0,0
Derrick Jones Jr.,2024,SF,jonesde02,76,3.1,3.4,DAL,0.566,6.5,0.343,1.1,0.613,0.713,0.483,10.3,5.0,2.5,-1.3,14.9,5.5,7.7,1.4,10.5,0.483,0.592,0.275,68,190,21.0,19,73,24,22,26,7
Derrick Rose,2024,PG,rosede01,24,1.7,5.2,MEM,0.506,6.9,0.366,0.3,0.492,0.889,0.461,10.9,1.8,0.5,-1.3,22.3,32.3,6.2,1.0,14.9,0.248,0.54,0.164,11,187,8.0,3,15,15,24,4,1
Derrick White,2024,SG,whitede01,73,6.8,4.7,BOS,0.578,11.5,0.396,0.7,0.555,0.901,0.461,11.3,2.4,3.2,2.4,18.6,21.2,7.0,1.5,11.0,0.59,0.611,0.181,79,910,27.0,19,73,28,69,21,13
Desmond Bane,2024,SG,banede01,42,8.6,9.9,MEM,0.552,18.5,0.381,0.9,0.536,0.87,0.464,11.8,2.6,1.4,3.1,28.5,29.2,7.0,1.5,11.7,0.464,0.589,0.207,57,568,10.0,13,61,61,47,31,18
Devin Booker,2024,PG,bookede01,68,6.1,13.0,PHO,0.55,19.2,0.364,0.8,0.552,0.886,0.492,11.1,2.7,1.0,4.0,29.8,31.2,7.1,1.2,10.6,0.32,0.611,0.35,88,1168,14.0,39,174,48,102,50,17
Devin Vassell,2024,SG,vassede01,68,6.6,9.0,SAS,0.55,15.5,0.372,0.4,0.544,0.801,0.472,11.3,1.3,0.8,0.9,23.5,19.1,6.3,1.5,8.6,0.422,0.578,0.19,34,667,8.0,31,98,34,64,28,7
Devonte' Graham,2024,PG,grahade01,23,3.6,1.1,SAS,0.468,4.7,0.301,0.2,0.52,0.813,0.352,10.8,1.7,0.5,-3.0,17.8,21.0,6.2,1.4,12.9,0.769,0.495,0.148,7,116,1.0,4,8,4,13,1,0
Dexter Dennis,2024,SG,dennide01,4,2.0,2.8,DAL,0.553,4.8,0.125,0.3,0.818,0.333,0.526,29.0,3.7,2.9,1.7,33.3,23.7,16.4,0.0,12.9,0.421,0.541,0.158,1,9,0.0,3,3,0,3,0,0
Dillon Brooks,2024,SF,brookdi01,72,5.1,5.5,HOU,0.515,10.7,0.359,0.7,0.492,0.844,0.428,9.4,2.5,0.4,-3.3,17.6,7.5,5.9,1.4,9.6,0.482,0.549,0.191,124,285,23.0,11,69,31,41,29,10
Dmytro Skapintsev,2024,C,skapidm01,2,0.0,0.5,NYK,0.0,0.5,,0.0,0.0,,0.0,0.0,0.0,0.0,-16.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
Domantas Sabonis,2024,C,sabondo01,82,1.1,12.0,SAC,0.609,13.0,0.379,3.6,0.613,0.704,0.594,32.3,11.0,1.5,4.0,22.2,33.9,21.4,1.2,17.9,0.081,0.637,0.389,123,1679,7.0,56,210,86,90,100,48
Dominick Barlow,2024,PF,barlodo01,33,0.3,3.2,SAS,0.509,3.4,0.333,1.4,0.51,0.69,0.496,17.7,11.5,2.8,-1.7,14.1,11.7,14.5,1.4,6.4,0.08,0.548,0.372,30,85,2.0,2,18,8,5,0,3
Donovan Mitchell,2024,SG,mitchdo01,55,9.0,10.8,CLE,0.545,19.8,0.368,0.8,0.539,0.865,0.462,13.4,2.7,1.4,4.6,31.4,28.3,8.1,2.6,11.1,0.454,0.595,0.292,55,808,4.0,26,122,54,87,52,6
Donte DiVincenzo,2024,SG,divindo01,81,8.7,3.7,NYK,0.584,12.4,0.401,0.8,0.542,0.754,0.443,11.2,3.0,1.4,2.5,21.3,13.7,7.1,2.3,9.7,0.702,0.597,0.114,76,504,18.0,8,40,32,61,25,12
Dorian Finney-Smith,2024,PF,finnedo01,68,4.9,2.6,BRK,0.535,7.5,0.348,1.6,0.56,0.717,0.421,12.1,6.0,1.8,-2.0,13.2,7.6,9.0,1.4,10.0,0.658,0.546,0.09,71,263,1.0,2,18,18,29,12,9
Doug McDermott,2024,SF,mcderdo01,64,3.6,0.9,2TM,0.599,4.4,0.41,0.2,0.527,0.579,0.433,6.0,1.2,0.2,-1.5,14.9,10.3,3.6,0.8,8.7,0.806,0.6,0.067,37,168,0.0,1,8,6,18,2,3
Doug McDermott,2024,SF,mcderdo01,18,3.1,0.7,IND,0.536,3.8,0.321,0.1,0.769,0.5,0.406,5.0,1.1,0.0,-3.0,15.2,7.6,3.1,1.2,5.4,0.812,0.537,0.029,9,31,0.0,1,1,0,3,0,0
Doug McDermott,2024,SF,mcderdo01,46,3.8,0.9,SAS,0.619,4.7,0.439,0.2,0.452,0.588,0.442,6.2,1.2,0.2,-1.0,14.9,11.1,3.7,0.7,9.7,0.805,0.62,0.079,28,137,0.0,0,7,6,15,2,3
Draymond Green,2024,PF,greendr01,55,2.3,4.4,GSW,0.566,6.8,0.395,1.4,0.551,0.73,0.497,23.0,5.6,2.9,-0.6,15.3,28.6,14.4,1.8,25.0,0.347,0.587,0.199,83,789,29.0,7,33,18,101,11,21
Drew Eubanks,2024,C,eubandr01,75,0.0,3.3,PHO,0.607,3.4,1.0,1.4,0.596,0.774,0.601,20.1,10.5,4.6,-2.0,13.2,7.2,15.6,1.1,17.2,0.012,0.645,0.368,58,156,5.0,8,40,23,22,12,21
Drew Peterson,2024,PF,peterdr01,3,1.7,0.3,BOS,0.917,2.0,0.6,0.0,1.0,,0.667,4.5,0.0,0.0,3.8,13.3,5.9,2.3,4.3,14.3,0.833,0.917,0.0,1,2,0.0,0,0,0,0,1,0
Dru Smith,2024,SG,smithdr01,9,1.9,1.8,MIA,0.561,3.7,0.412,0.7,0.5,1.0,0.455,7.0,5.1,2.2,-1.8,13.2,15.0,6.1,3.4,12.9,0.515,0.576,0.061,6,33,3.0,0,1,1,5,0,0
Duncan Robinson,2024,SF,robindu01,68,7.0,3.0,MIA,0.589,9.9,0.395,0.2,0.579,0.889,0.45,9.5,0.9,0.8,-0.5,19.0,15.1,5.1,1.2,11.7,0.701,0.612,0.133,91,443,8.0,5,29,25,53,18,6
Duop Reath,2024,C,reathdu01,68,3.6,3.7,POR,0.549,7.3,0.359,1.4,0.559,0.742,0.461,15.4,8.1,2.8,-0.2,20.7,8.9,11.5,1.3,8.8,0.491,0.571,0.186,96,155,8.0,12,49,35,15,17,14
Dwight Powell,2024,C,poweldw01,63,0.0,1.6,DAL,0.684,1.7,0.333,1.5,0.689,0.708,0.679,15.2,12.7,2.1,-1.1,9.1,12.4,14.0,1.5,18.1,0.028,0.716,0.84,73,206,5.0,8,37,12,10,10,9
Dylan Windler,2024,SF,windldy01,17,1.6,0.2,3TM,0.717,1.8,0.481,0.2,0.667,,0.5,13.4,2.9,0.0,1.7,12.5,12.3,8.1,0.9,6.3,0.9,0.717,0.0,5,24,0.0,0,0,0,1,0,0
Dylan Windler,2024,SF,windldy01,6,2.8,0.3,ATL,0.737,3.2,0.471,0.5,1.0,,0.526,14.0,4.3,0.0,0.6,12.0,5.5,9.0,1.3,9.5,0.895,0.737,0.0,2,7,0.0,0,0,0,1,0,0
Dylan Windler,2024,SF,windldy01,8,1.0,0.1,LAL,0.667,1.1,0.5,0.0,0.0,,0.444,11.3,0.0,0.0,3.8,13.9,28.2,6.0,0.0,0.0,0.889,0.667,0.0,2,14,0.0,0,0,0,0,0,0
Dylan Windler,2024,SF,windldy01,3,0.7,0.0,NYK,0.75,0.7,0.5,0.0,,,0.5,16.1,0.0,0.0,3.7,12.3,20.0,8.0,0.0,0.0,1.0,0.75,0.0,1,3,0.0,0,0,0,0,0,0
Dyson Daniels,2024,PG,daniedy01,61,2.2,2.9,NOP,0.514,5.1,0.311,1.0,0.551,0.642,0.447,14.1,5.1,1.8,-1.9,12.6,15.4,9.7,3.1,15.0,0.434,0.529,0.17,51,384,5.0,3,23,14,31,16,4
Dāvis Bertāns,2024,PF,bertada01,43,4.7,0.8,2TM,0.556,5.4,0.38,0.2,0.471,0.909,0.393,8.8,1.5,1.7,-0.8,17.4,7.2,5.1,1.9,6.8,0.855,0.583,0.141,24,83,5.0,2,11,8,9,3,5
Dāvis Bertāns,2024,PF,bertada01,28,6.3,1.1,CHO,0.553,7.4,0.375,0.3,0.5,0.889,0.394,8.7,1.3,1.4,-1.4,17.7,6.5,4.9,1.9,7.3,0.846,0.57,0.087,18,61,4.0,2,6,7,9,3,4
Dāvis Bertāns,2024,PF,bertada01,15,1.6,0.1,OKC,0.577,1.7,0.417,0.1,0.0,0.933,0.385,9.4,2.5,3.1,3.2,16.0,12.2,6.1,1.6,3.0,0.923,0.675,0.577,6,22,1.0,0,5,1,0,0,1
E.J. Liddell,2024,PF,liddeej01,8,0.6,0.1,NOP,0.167,0.8,0.0,0.0,1.0,1.0,0.167,23.9,0.0,8.6,-8.7,16.8,5.2,12.1,4.3,22.5,0.833,0.291,0.333,2,2,0.0,0,0,0,1,0,0
Emoni Bates,2024,SF,batesem01,15,2.2,1.1,CLE,0.408,3.3,0.303,0.1,0.313,0.25,0.306,10.9,0.9,1.4,-6.2,19.5,10.0,5.9,0.4,13.6,0.673,0.404,0.082,4,25,2.0,0,2,3,4,4,0
Eric Gordon,2024,SG,gordoer01,68,5.8,3.3,PHO,0.565,9.1,0.378,0.2,0.561,0.797,0.443,6.0,1.0,1.4,-1.3,16.5,10.0,3.6,1.7,10.2,0.642,0.58,0.104,46,330,3.0,9,31,40,40,16,6
Eugene Omoruyi,2024,SF,omorueu01,43,1.1,2.8,WAS,0.524,3.9,0.283,0.8,0.562,0.653,0.485,13.9,9.3,1.0,-1.9,22.5,13.0,11.6,3.2,10.0,0.275,0.549,0.293,29,76,9.0,7,27,17,10,4,5
Evan Fournier,2024,SG,fournev01,32,4.1,2.8,2TM,0.432,6.9,0.254,0.2,0.505,0.806,0.357,10.4,0.9,1.0,-4.7,19.0,11.6,5.6,2.4,8.1,0.588,0.464,0.163,29,109,2.0,2,13,6,11,8,0
Evan Fournier,2024,SG,fournev01,29,4.0,3.0,DET,0.45,6.9,0.27,0.2,0.512,0.794,0.373,10.3,1.0,1.1,-4.2,18.6,11.7,5.6,2.2,8.5,0.572,0.482,0.169,26,103,2.0,2,12,6,11,8,0
Evan Fournier,2024,SG,fournev01,3,5.0,1.7,NYK,0.25,6.7,0.133,0.0,0.4,1.0,0.2,11.6,0.0,0.0,-11.8,24.2,10.2,5.8,5.2,4.6,0.75,0.287,0.1,3,6,0.0,0,1,0,0,0,0
Evan Mobley,2024,PF,mobleev01,50,1.2,9.9,CLE,0.6,11.0,0.373,2.2,0.604,0.719,0.58,25.9,8.2,4.2,0.9,20.6,15.9,17.2,1.5,12.5,0.107,0.626,0.31,98,389,3.0,21,84,39,28,34,9
Filip Petrušev,2024,C,petrufi01,3,0.0,0.7,2TM,0.5,0.7,,0.0,0.5,0.5,0.5,11.2,0.0,0.0,-4.7,12.3,0.0,5.5,0.0,0.0,0.0,0.521,1.0,0,0,0.0,0,1,0,0,0,0
Filip Petrušev,2024,C,petrufi01,1,0.0,0.0,PHI,,0.0,,0.0,,,,37.5,0.0,0.0,-3.0,0.0,0.0,18.4,0.0,,,,,0,0,0.0,0,0,0,0,0,0
Filip Petrušev,2024,C,petrufi01,2,0.0,1.0,SAC,0.5,1.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,-5.5,17.6,0.0,0.0,0.0,0.0,0.0,0.521,1.0,0,0,0.0,0,1,0,0,0,0
Frank Ntilikina,2024,PG,ntilila01,5,1.6,0.2,CHO,0.167,1.8,0.125,0.2,0.0,1.0,0.111,13.5,2.5,0.0,-10.0,11.2,11.5,7.8,0.0,9.2,0.889,0.253,0.222,2,10,0.0,0,1,0,0,1,0
Franz Wagner,2024,SF,wagnefr01,72,4.6,10.6,ORL,0.525,15.2,0.281,1.0,0.57,0.85,0.482,15.7,3.6,1.1,0.9,25.7,18.8,9.6,1.6,10.0,0.305,0.575,0.291,74,635,34.0,34,143,77,61,48,18
